GAME_ID,GAME_DATE,SEASON,TEAM_NAME,OPPONENT,DEF_PTS_ALLOWED_L5,DEF_3PT_ALLOWED_L5,DEF_3PT_PCT_L5,DEF_PTS_ALLOWED_STD_L10,TEAM_PACE_L5,TEAM_PACE_L10
32400011,2025-02-16,2024-25, Global Stars, Young Stars,,,,,,
32400031,2025-02-16,2024-25, Global Stars, OGs,,,,,,
32400021,2025-02-16,2024-25, OGs, Rising Stars,,,,,,
32400031,2025-02-16,2024-25, OGs, Global Stars,,,,,,
32400021,2025-02-16,2024-25, Rising Stars, OGs,,,,,,
32400006,2025-02-14,2024-25, Team C, Team G League,,,,,,
32400004,2025-02-14,2024-25, Team C, Team T,,,,,,
32400005,2025-02-14,2024-25, Team G League, Team M,,,,,,
32400006,2025-02-14,2024-25, Team G League, Team C,,,,,,
32400005,2025-02-14,2024-25, Team M, Team G League,,,,,,
32400004,2025-02-14,2024-25, Team T, Team C,,,,,,
32400011,2025-02-16,2024-25, Young Stars, Global Stars,,,,,,
12200008,2022-10-02,2022-23,Adelaide 36ers,Phoenix Suns,,,,,,
12200025,2022-10-06,2022-23,Adelaide 36ers,Oklahoma City Thunder,,,,,,
12100004,2021-10-04,2021-22,Atlanta Hawks,Miami Heat,,,,,,
12100016,2021-10-06,2021-22,Atlanta Hawks,Cleveland Cavaliers,,,,,,
12100034,2021-10-09,2021-22,Atlanta Hawks,Memphis Grizzlies,,,,,,
12100055,2021-10-14,2021-22,Atlanta Hawks,Miami Heat,,,,,,
22100014,2021-10-21,2021-22,Atlanta Hawks,Dallas Mavericks,,,,,,
22100027,2021-10-23,2021-22,Atlanta Hawks,Cleveland Cavaliers,98.0,13.2,0.3357696377453371,,103.772,
22100043,2021-10-25,2021-22,Atlanta Hawks,Detroit Pistons,93.2,10.4,0.28333061335509313,,102.90799999999999,
22100059,2021-10-27,2021-22,Atlanta Hawks,New Orleans Pelicans,94.2,10.4,0.2778760679005477,,102.256,
22100066,2021-10-28,2021-22,Atlanta Hawks,Washington Wizards,96.6,10.6,0.29454273456721436,,100.576,
22100082,2021-10-30,2021-22,Atlanta Hawks,Philadelphia 76ers,102.6,10.6,0.30259227017092954,,100.116,
22100097,2021-11-01,2021-22,Atlanta Hawks,Washington Wizards,109.6,10.4,0.30528504862870187,14.412957133542491,99.62,101.696
22100113,2021-11-03,2021-22,Atlanta Hawks,Brooklyn Nets,111.6,11.6,0.3219517152953685,12.703455347966468,99.152,101.03
22100120,2021-11-04,2021-22,Atlanta Hawks,Utah Jazz,114.2,14.2,0.3590729274165806,13.423031616508167,99.024,100.64
22100137,2021-11-06,2021-22,Atlanta Hawks,Phoenix Suns,117.6,15.4,0.38088864557376223,12.386820953470401,99.436,100.006
22100152,2021-11-08,2021-22,Atlanta Hawks,Golden State Warriors,117.4,15.6,0.3695343364082355,11.841546445554409,100.232,100.174
22100156,2021-11-09,2021-22,Atlanta Hawks,Utah Jazz,118.4,16.8,0.3881946234895753,9.786612170602133,101.172,100.396
22100182,2021-11-12,2021-22,Atlanta Hawks,Denver Nuggets,118.2,17.2,0.40047532524396123,8.824838682818955,100.836,99.994
22100193,2021-11-14,2021-22,Atlanta Hawks,Milwaukee Bucks,115.8,14.8,0.36595151572015167,8.692269873603534,99.752,99.388
22100202,2021-11-15,2021-22,Atlanta Hawks,Orlando Magic,112.6,14.2,0.3513173693786883,8.491171886141512,100.072,99.75399999999999
22100215,2021-11-17,2021-22,Atlanta Hawks,Boston Celtics,110.6,14.6,0.3606196949600836,8.205689083394114,99.75999999999999,99.99600000000001
22100242,2021-11-20,2021-22,Atlanta Hawks,Charlotte Hornets,105.0,13.2,0.33246004972726767,8.907549856410823,97.188,99.18
22100255,2021-11-22,2021-22,Atlanta Hawks,Oklahoma City Thunder,104.0,12.2,0.30351268130621506,9.158481193832184,97.728,99.28200000000001
22100277,2021-11-24,2021-22,Atlanta Hawks,San Antonio Spurs,103.2,12.2,0.2990014031107263,9.407443861113393,97.34400000000001,98.548
22100285,2021-11-26,2021-22,Atlanta Hawks,Memphis Grizzlies,104.4,11.8,0.30343599291116974,9.168181692983383,97.66400000000002,98.86800000000001
22100293,2021-11-27,2021-22,Atlanta Hawks,New York Knicks,102.2,11.0,0.2921752829968491,8.355969256897874,97.4,98.58
22100319,2021-12-01,2021-22,Atlanta Hawks,Indiana Pacers,102.2,11.0,0.31437881537700046,4.477102237434917,97.508,97.348
22100335,2021-12-03,2021-22,Atlanta Hawks,Philadelphia 76ers,103.4,11.0,0.32498487598306103,4.6439925351648625,97.756,97.74199999999999
22100350,2021-12-05,2021-22,Atlanta Hawks,Charlotte Hornets,102.8,10.8,0.35417147885387446,4.944132324730474,97.50399999999999,97.424
22100359,2021-12-06,2021-22,Atlanta Hawks,Minnesota Timberwolves,107.6,11.8,0.37333609801849366,9.718253158075514,97.232,97.44800000000001
22100384,2021-12-10,2021-22,Atlanta Hawks,Brooklyn Nets,109.6,12.8,0.39517820328165154,9.666091936937782,96.444,96.922
22100407,2021-12-13,2021-22,Atlanta Hawks,Houston Rockets,112.4,11.8,0.3714900473596126,9.569047322835587,98.256,97.88199999999999
22100418,2021-12-15,2021-22,Atlanta Hawks,Orlando Magic,116.6,13.6,0.3934926824057259,12.274635093014652,99.576,98.666
22100434,2021-12-17,2021-22,Atlanta Hawks,Denver Nuggets,116.8,13.8,0.3688173577304012,12.452576707921411,101.236,99.37
22100470,2021-12-22,2021-22,Atlanta Hawks,Orlando Magic,117.4,13.8,0.3663991500490356,14.323640133243604,102.6,99.916
22100478,2021-12-23,2021-22,Atlanta Hawks,Philadelphia 76ers,116.2,12.6,0.34085860950849506,13.987693003335313,102.116,99.28
22100488,2021-12-25,2021-22,Atlanta Hawks,New York Knicks,112.8,12.6,0.3331291409094613,14.346505575303777,99.536,98.896
22100502,2021-12-27,2021-22,Atlanta Hawks,Chicago Bulls,106.6,12.8,0.33052044525728735,14.811407015465406,97.428,98.502
22100519,2021-12-29,2021-22,Atlanta Hawks,Chicago Bulls,112.8,14.4,0.37067488541172755,15.002222057637557,96.96000000000001,99.098
22100533,2021-12-31,2021-22,Atlanta Hawks,Cleveland Cavaliers,112.4,13.0,0.37211029211029206,15.117686477912043,96.284,99.442
22100560,2022-01-03,2021-22,Atlanta Hawks,Portland Trail Blazers,115.2,12.4,0.37665083265083266,15.041054927541937,96.176,99.146
22100577,2022-01-05,2021-22,Atlanta Hawks,Sacramento Kings,123.2,14.8,0.4200112662551687,16.28905563049417,98.08399999999999,98.81
22100589,2022-01-07,2021-22,Atlanta Hawks,Los Angeles Lakers,123.4,13.0,0.42149274773665013,16.186414056238654,99.14000000000001,98.284
22100597,2022-01-09,2021-22,Atlanta Hawks,LA Clippers,124.2,12.8,0.40712227970764553,16.12623810922919,101.304,99.132
22100621,2022-01-12,2021-22,Atlanta Hawks,Miami Heat,119.2,13.2,0.38894046152582734,15.682970240217754,99.536,97.91
22100636,2022-01-14,2021-22,Atlanta Hawks,Miami Heat,118.6,14.8,0.39605157263693846,15.139719651007788,100.58399999999999,98.38000000000001
22100643,2022-01-15,2021-22,Atlanta Hawks,New York Knicks,116.2,14.0,0.4015800279214913,13.325414315009764,100.03600000000002,99.06
22100660,2022-01-17,2021-22,Atlanta Hawks,Milwaukee Bucks,119.2,14.4,0.4039695141819453,11.690927156465325,98.528,98.834
22100670,2022-01-19,2021-22,Atlanta Hawks,Minnesota Timberwolves,115.2,14.2,0.40525321122944213,11.460560389633873,97.16799999999999,99.236
22100687,2022-01-21,2021-22,Atlanta Hawks,Miami Heat,118.4,15.2,0.40643898198043027,10.809460876678578,99.452,99.494
22100703,2022-01-23,2021-22,Atlanta Hawks,Charlotte Hornets,117.0,15.0,0.4103278708693191,11.341173758576424,97.708,99.14599999999999
22100725,2022-01-26,2021-22,Atlanta Hawks,Sacramento Kings,110.4,13.0,0.33921675975820803,12.211561006776408,98.812,99.424
22100737,2022-01-28,2021-22,Atlanta Hawks,Boston Celtics,107.8,12.8,0.3153457920162725,12.020815280171302,100.704,99.616
22100751,2022-01-30,2021-22,Atlanta Hawks,Los Angeles Lakers,103.4,11.0,0.2700241545893719,11.38273546502184,99.90799999999999,98.538
22100767,2022-01-31,2021-22,Atlanta Hawks,Toronto Raptors,103.2,10.6,0.2818253968253968,11.877148928369392,99.4,99.426
22100783,2022-02-03,2021-22,Atlanta Hawks,Phoenix Suns,102.8,11.2,0.3068253968253968,11.864512913165298,100.768,99.238
22100790,2022-02-04,2021-22,Atlanta Hawks,Toronto Raptors,107.6,12.2,0.34085317460317455,10.984838035522689,100.48400000000001,99.648
22100807,2022-02-06,2021-22,Atlanta Hawks,Dallas Mavericks,111.8,13.2,0.40677910052910055,11.886500279261691,99.51599999999999,100.11
22100816,2022-02-08,2021-22,Atlanta Hawks,Indiana Pacers,114.0,15.0,0.45677910052910053,11.963370019447758,99.224,99.566
22100841,2022-02-11,2021-22,Atlanta Hawks,San Antonio Spurs,112.2,14.0,0.4355809438470729,11.116054455905916,99.06,99.22999999999999
22100856,2022-02-13,2021-22,Atlanta Hawks,Boston Celtics,118.2,14.0,0.44808094384707287,14.277021164561353,100.89200000000001,100.83000000000001
22100867,2022-02-15,2021-22,Atlanta Hawks,Cleveland Cavaliers,116.2,14.4,0.4497256806891782,12.758004023618518,100.47999999999999,100.482
22100874,2022-02-16,2021-22,Atlanta Hawks,Orlando Magic,114.4,14.2,0.4018485352510571,12.493998559308377,99.97999999999999,99.748
22100891,2022-02-24,2021-22,Atlanta Hawks,Chicago Bulls,115.6,13.6,0.3763742805085097,10.261037417770629,101.00800000000001,100.116
22100906,2022-02-26,2021-22,Atlanta Hawks,Toronto Raptors,115.6,13.2,0.37111741073551086,10.049322807477566,100.928,99.994
22100927,2022-03-01,2021-22,Atlanta Hawks,Boston Celtics,108.4,11.6,0.32111741073551087,10.729502421930945,99.748,100.32
22100710,2022-03-03,2021-22,Atlanta Hawks,Chicago Bulls,108.8,11.6,0.3260798167505484,10.885770528538604,98.892,99.686
22100948,2022-03-04,2021-22,Atlanta Hawks,Washington Wizards,110.4,11.2,0.3557233439550513,10.762073323585092,99.316,99.648
22100968,2022-03-07,2021-22,Atlanta Hawks,Detroit Pistons,111.4,11.4,0.3888604339466409,10.244239573752864,98.104,99.556
22100984,2022-03-09,2021-22,Atlanta Hawks,Milwaukee Bucks,111.6,12.2,0.4023284474146543,10.232844722319934,98.10799999999999,99.518
22100996,2022-03-11,2021-22,Atlanta Hawks,LA Clippers,116.4,12.6,0.40839987598608285,7.705697747626581,97.684,98.716
22101016,2022-03-13,2021-22,Atlanta Hawks,Indiana Pacers,116.2,12.8,0.4205427331289401,7.604823031033196,97.576,98.23400000000001
22101021,2022-03-14,2021-22,Atlanta Hawks,Portland Trail Blazers,117.0,13.0,0.398564711150918,9.031426613036642,98.03599999999999,98.676
22101033,2022-03-16,2021-22,Atlanta Hawks,Charlotte Hornets,116.8,12.2,0.3853463203463203,8.887569346502382,100.376,99.24
22101047,2022-03-18,2021-22,Atlanta Hawks,Memphis Grizzlies,117.4,12.0,0.37547619047619046,8.872554436137444,99.524,98.816
22101064,2022-03-20,2021-22,Atlanta Hawks,New Orleans Pelicans,113.6,11.2,0.37963203463203465,8.06914562460681,99.58,98.632
22101081,2022-03-22,2021-22,Atlanta Hawks,New York Knicks,115.8,10.2,0.3712987012987013,7.571877794400387,101.796,99.686
22101085,2022-03-23,2021-22,Atlanta Hawks,Detroit Pistons,112.4,9.8,0.3620550038197097,7.149980574954191,101.42800000000001,99.732
22101102,2022-03-25,2021-22,Atlanta Hawks,Golden State Warriors,114.2,10.2,0.35144894321364906,7.5018516232846135,100.65599999999999,100.516
22101124,2022-03-28,2021-22,Atlanta Hawks,Indiana Pacers,113.0,10.8,0.35688448328333544,7.671013260609357,100.636,100.08
22101143,2022-03-30,2021-22,Atlanta Hawks,Oklahoma City Thunder,116.6,12.6,0.3786016550005072,7.549098548097582,100.536,100.05799999999999
22100452,2022-03-31,2021-22,Atlanta Hawks,Cleveland Cavaliers,116.8,14.6,0.3948618176021332,6.864562784491274,100.792,101.29400000000001
22101163,2022-04-02,2021-22,Atlanta Hawks,Brooklyn Nets,116.0,13.4,0.36505789603350575,6.051629716218779,101.524,101.476
22101182,2022-04-05,2021-22,Atlanta Hawks,Toronto Raptors,114.6,14.4,0.38422251519812495,6.04060335470629,102.05600000000001,101.35600000000001
22101192,2022-04-06,2021-22,Atlanta Hawks,Washington Wizards,116.2,13.4,0.36735840369986705,6.131883886702361,102.44000000000001,101.53800000000001
22101207,2022-04-08,2021-22,Atlanta Hawks,Miami Heat,112.2,12.0,0.33005681639827983,6.501281924871947,102.424,101.47999999999999
22101221,2022-04-10,2021-22,Atlanta Hawks,Houston Rockets,111.2,10.8,0.3317453717453717,6.446359868604569,100.53599999999999,100.664
52100111,2022-04-13,2021-22,Atlanta Hawks,Charlotte Hornets,112.6,12.8,0.3589917485569659,6.3604681868204915,99.80799999999999,100.66600000000001
52100201,2022-04-15,2021-22,Atlanta Hawks,Cleveland Cavaliers,110.2,12.0,0.3305144908114155,6.636598861197211,99.292,100.674
42100101,2022-04-17,2021-22,Atlanta Hawks,Miami Heat,106.8,12.8,0.3513081416050663,7.546154281781147,97.91600000000001,100.178
42100102,2022-04-19,2021-22,Atlanta Hawks,Miami Heat,109.2,14.4,0.3889021265674723,6.549809157525075,97.876,100.14999999999999
42100103,2022-04-22,2021-22,Atlanta Hawks,Miami Heat,109.6,15.0,0.38206451972986544,6.239658110291991,99.1,99.818
42100104,2022-04-24,2021-22,Atlanta Hawks,Miami Heat,108.8,14.4,0.3703736984738268,6.129165250396339,99.636,99.72200000000001
42100105,2022-04-26,2021-22,Atlanta Hawks,Miami Heat,110.2,14.4,0.3688638262322473,5.940445175985394,96.764,98.02799999999999
12200023,2022-10-06,2022-23,Atlanta Hawks,Milwaukee Bucks,109.4,13.2,0.3418028943326057,6.556591255285612,97.504,97.71
12200036,2022-10-08,2022-23,Atlanta Hawks,Milwaukee Bucks,109.0,12.4,0.3170660522273425,6.454111523327947,98.47999999999999,98.178
12200052,2022-10-12,2022-23,Atlanta Hawks,Cleveland Cavaliers,107.8,12.6,0.3107168458781362,6.307843442008358,98.12,98.61
12200067,2022-10-14,2022-23,Atlanta Hawks,New Orleans Pelicans,106.8,13.0,0.33054590570719594,6.10646287869563,98.34,98.988
22200005,2022-10-19,2022-23,Atlanta Hawks,Houston Rockets,108.8,12.4,0.34006971523100554,6.932211447695075,101.072,98.918
22200020,2022-10-21,2022-23,Atlanta Hawks,Orlando Magic,110.8,12.8,0.34633699633699633,6.349978127696301,102.93199999999999,100.218
22200038,2022-10-23,2022-23,Atlanta Hawks,Charlotte Hornets,107.8,11.6,0.3233958198664081,7.121173436387437,102.8,100.64000000000001
22200057,2022-10-26,2022-23,Atlanta Hawks,Detroit Pistons,111.2,10.8,0.3365826330532212,8.885068623507841,103.02000000000001,100.57000000000001
22200070,2022-10-28,2022-23,Atlanta Hawks,Detroit Pistons,112.8,10.4,0.3420313510019392,8.95420447486972,103.696,101.018
22200085,2022-10-29,2022-23,Atlanta Hawks,Milwaukee Bucks,111.2,9.8,0.31435277957336777,8.981462390204939,102.924,101.998
22200099,2022-10-31,2022-23,Atlanta Hawks,Toronto Raptors,114.4,10.8,0.3407019859225741,8.553102101317096,102.144,102.53800000000001
22200110,2022-11-02,2022-23,Atlanta Hawks,New York Knicks,122.6,12.0,0.375996103569633,11.961047891663434,102.47999999999999,102.64000000000001
22200134,2022-11-05,2022-23,Atlanta Hawks,New Orleans Pelicans,117.2,11.8,0.3469362745098039,12.916827955982225,102.61200000000001,102.816
22200149,2022-11-07,2022-23,Atlanta Hawks,Milwaukee Bucks,118.8,10.4,0.32030583972719523,12.638565319423442,105.076,104.38600000000001
22200162,2022-11-09,2022-23,Atlanta Hawks,Utah Jazz,116.0,11.6,0.3415558397271952,13.696714934611125,106.364,104.644
22200173,2022-11-10,2022-23,Atlanta Hawks,Philadelphia 76ers,116.4,12.2,0.35095754912890464,13.914021704740854,107.36800000000001,104.75600000000001
22200188,2022-11-12,2022-23,Atlanta Hawks,Philadelphia 76ers,107.6,10.6,0.30860460795243405,14.356183336806463,107.34,104.91
22200204,2022-11-14,2022-23,Atlanta Hawks,Milwaukee Bucks,112.0,10.2,0.3197157190635452,14.017449443065182,107.70800000000001,105.16
22200214,2022-11-16,2022-23,Atlanta Hawks,Boston Celtics,109.0,10.0,0.30022546419098145,14.278577582440667,105.0,105.03800000000001
22200235,2022-11-19,2022-23,Atlanta Hawks,Toronto Raptors,114.6,11.6,0.3265298120170684,14.750141242261588,103.96000000000001,105.16199999999999
22200248,2022-11-21,2022-23,Atlanta Hawks,Cleveland Cavaliers,114.0,9.8,0.2825935680808244,14.69542634820627,104.99600000000001,106.18200000000002
22200263,2022-11-23,2022-23,Atlanta Hawks,Sacramento Kings,117.8,10.6,0.3478567259755613,12.092697520955888,103.724,105.532
22200278,2022-11-25,2022-23,Atlanta Hawks,Houston Rockets,114.8,10.8,0.33925457543792686,11.393955512561107,103.80799999999999,105.758
22200293,2022-11-27,2022-23,Atlanta Hawks,Miami Heat,119.2,12.0,0.3664466936645278,12.105554280760709,104.172,104.58600000000001
22200299,2022-11-28,2022-23,Atlanta Hawks,Philadelphia 76ers,115.2,9.6,0.32968780038389545,11.14998754359043,103.332,103.646
22200313,2022-11-30,2022-23,Atlanta Hawks,Orlando Magic,111.6,10.0,0.35787312856922365,11.013123484683542,100.11600000000001,102.556
22200327,2022-12-02,2022-23,Atlanta Hawks,Denver Nuggets,110.4,9.6,0.3118692299337461,9.314862675674082,100.69200000000001,102.208
22200354,2022-12-05,2022-23,Atlanta Hawks,Oklahoma City Thunder,111.0,10.2,0.32880471380471377,9.09761873605758,98.644,101.226
22200365,2022-12-07,2022-23,Atlanta Hawks,New York Knicks,109.6,10.2,0.3308215205274029,9.0700973901423,99.56,101.86600000000001
22200380,2022-12-09,2022-23,Atlanta Hawks,Brooklyn Nets,111.0,11.8,0.37072051042639276,8.102811583367519,99.2,101.26599999999999
22200400,2022-12-11,2022-23,Atlanta Hawks,Chicago Bulls,114.2,12.4,0.385958605664488,7.880355321938171,101.168,100.642
22200404,2022-12-12,2022-23,Atlanta Hawks,Memphis Grizzlies,117.0,12.2,0.3785511982570806,8.393780766469597,103.76799999999999,102.23
22200416,2022-12-14,2022-23,Atlanta Hawks,Orlando Magic,120.8,12.4,0.3848011982570806,9.011720763045801,106.34,102.492
22200428,2022-12-16,2022-23,Atlanta Hawks,Charlotte Hornets,123.6,13.2,0.4031018518518518,10.243697249203196,105.04400000000001,102.302
22200454,2022-12-19,2022-23,Atlanta Hawks,Orlando Magic,122.2,12.8,0.37842484926787245,10.243697249203196,106.16399999999999,102.68199999999999
22200468,2022-12-21,2022-23,Atlanta Hawks,Chicago Bulls,123.2,12.6,0.36234641789532346,9.499122766515518,106.21600000000001,103.69200000000001
22200481,2022-12-23,2022-23,Atlanta Hawks,Detroit Pistons,120.8,12.6,0.36882789937680494,9.267026371915529,103.652,103.71
22200508,2022-12-27,2022-23,Atlanta Hawks,Indiana Pacers,116.2,11.8,0.3421233539222595,9.81212401969002,103.024,104.68199999999999
22200517,2022-12-28,2022-23,Atlanta Hawks,Brooklyn Nets,115.0,11.2,0.3275201793190849,10.34998658077499,103.38,104.21199999999999
22200530,2022-12-30,2022-23,Atlanta Hawks,Los Angeles Lakers,115.4,10.2,0.3346758143816967,10.79917692336885,102.86399999999999,104.51400000000001
22200558,2023-01-02,2022-23,Atlanta Hawks,Golden State Warriors,116.4,9.8,0.32658757908757907,11.370527203647557,103.356,104.78600000000002
22200575,2023-01-04,2022-23,Atlanta Hawks,Sacramento Kings,123.0,12.2,0.3326610254152627,13.551957628164134,108.316,105.984
22200590,2023-01-06,2022-23,Atlanta Hawks,Los Angeles Lakers,125.4,12.4,0.35811557086980816,13.447841627727655,107.43999999999998,105.232
22200604,2023-01-08,2022-23,Atlanta Hawks,LA Clippers,125.6,13.0,0.3752584280126653,12.944754407352306,108.548,105.96399999999998
22200620,2023-01-11,2022-23,Atlanta Hawks,Milwaukee Bucks,125.6,13.0,0.365002017756255,12.712635883683266,108.776,105.82000000000001
22200633,2023-01-13,2022-23,Atlanta Hawks,Indiana Pacers,122.4,14.6,0.377502017756255,12.755826555386804,107.08,105.218
22200644,2023-01-14,2022-23,Atlanta Hawks,Toronto Raptors,116.0,12.2,0.3597619047619047,12.677626837157744,102.748,105.532
22200661,2023-01-16,2022-23,Atlanta Hawks,Miami Heat,113.2,11.6,0.32803776683087027,12.944754407352297,102.50399999999999,104.97200000000001
22200670,2023-01-18,2022-23,Atlanta Hawks,Dallas Mavericks,109.8,10.0,0.2882220986281053,12.596736790842996,100.47999999999999,104.51399999999998
22200684,2023-01-20,2022-23,Atlanta Hawks,New York Knicks,112.6,11.2,0.2977459081519148,12.16963434126104,100.672,104.724
22200694,2023-01-21,2022-23,Atlanta Hawks,Charlotte Hornets,114.6,10.2,0.3094125748185815,11.711817393840573,100.148,103.614
22200708,2023-01-23,2022-23,Atlanta Hawks,Chicago Bulls,116.8,11.4,0.3392164963872089,8.181279443542607,99.896,101.32199999999999
22200725,2023-01-25,2022-23,Atlanta Hawks,Oklahoma City Thunder,118.4,12.2,0.3556465166711845,8.350648677398226,99.912,101.208
22200745,2023-01-28,2022-23,Atlanta Hawks,LA Clippers,122.2,13.6,0.3922689075630251,8.743251365735969,101.12,100.8
22200763,2023-01-30,2022-23,Atlanta Hawks,Portland Trail Blazers,121.8,14.2,0.4135143288084464,8.337332373793835,100.4,100.536
22200777,2023-02-01,2022-23,Atlanta Hawks,Phoenix Suns,122.8,15.4,0.4218476621417798,9.019115502334156,100.256,100.20200000000001
22200792,2023-02-03,2022-23,Atlanta Hawks,Utah Jazz,118.4,13.6,0.3739485024779142,10.595596569644693,100.15599999999999,100.026
22200801,2023-02-04,2022-23,Atlanta Hawks,Denver Nuggets,117.8,14.0,0.36833352921588214,9.926955446885223,100.332,100.122
22200818,2023-02-07,2022-23,Atlanta Hawks,New Orleans Pelicans,117.0,14.0,0.35904560351928766,10.200217862597073,99.90400000000001,100.512
22200832,2023-02-09,2022-23,Atlanta Hawks,Phoenix Suns,116.2,12.6,0.33660970608339025,10.219806477837254,99.912,100.156
22200850,2023-02-11,2022-23,Atlanta Hawks,San Antonio Spurs,111.8,10.2,0.2882763727500569,10.698390325444066,101.16799999999999,100.712
22200857,2023-02-13,2022-23,Atlanta Hawks,Charlotte Hornets,113.0,11.6,0.31916440363808785,11.10605440489303,102.00399999999999,101.08000000000001
22200876,2023-02-15,2022-23,Atlanta Hawks,New York Knicks,120.2,13.0,0.3681816026552869,14.063348739819318,104.03600000000002,102.184
22200896,2023-02-24,2022-23,Atlanta Hawks,Cleveland Cavaliers,119.0,12.8,0.35435051330400164,13.374935098492575,104.0,101.952
22200911,2023-02-26,2022-23,Atlanta Hawks,Brooklyn Nets,119.6,13.0,0.35363622758971597,13.3620524038953,105.26399999999998,102.58800000000001
22200923,2023-02-28,2022-23,Atlanta Hawks,Washington Wizards,123.6,14.4,0.3787644327179211,13.1913271171293,105.508,103.338
22200947,2023-03-03,2022-23,Atlanta Hawks,Portland Trail Blazers,126.2,13.4,0.37644783040131874,11.635195648452912,103.64000000000001,102.822
22200958,2023-03-04,2022-23,Atlanta Hawks,Miami Heat,119.6,12.0,0.3350063889598773,11.337744239682085,102.38799999999999,103.21199999999999
22200974,2023-03-06,2022-23,Atlanta Hawks,Miami Heat,118.6,11.8,0.34417582417582415,10.992927018971983,101.52799999999999,102.76399999999998
22200985,2023-03-08,2022-23,Atlanta Hawks,Washington Wizards,120.8,12.4,0.38023493747631676,11.477514248883912,100.58,102.922
22200999,2023-03-10,2022-23,Atlanta Hawks,Washington Wizards,119.4,12.0,0.3911986863711001,10.51189802081432,99.96400000000001,102.73600000000002
22201008,2023-03-11,2022-23,Atlanta Hawks,Boston Celtics,117.0,12.2,0.3859076810800948,10.351596763570127,101.176,102.40799999999999
22201021,2023-03-13,2022-23,Atlanta Hawks,Minnesota Timberwolves,121.6,13.6,0.41447910965152335,8.208396784864732,101.024,101.70599999999999
22201048,2023-03-17,2022-23,Atlanta Hawks,Golden State Warriors,125.4,13.4,0.42590768108009486,9.556847457887637,102.53599999999999,102.032
22201065,2023-03-19,2022-23,Atlanta Hawks,San Antonio Spurs,123.2,12.4,0.37056285349388796,9.556847457887637,104.476,102.52799999999999
22201078,2023-03-21,2022-23,Atlanta Hawks,Detroit Pistons,124.4,12.8,0.38780423280423276,9.503800409426866,104.86799999999998,102.41599999999998
22201090,2023-03-22,2022-23,Atlanta Hawks,Minnesota Timberwolves,124.4,14.0,0.40095238095238095,10.60450637962727,104.17999999999999,102.678
22201107,2023-03-25,2022-23,Atlanta Hawks,Indiana Pacers,122.6,12.2,0.3903296703296703,10.093452222989805,104.224,102.624
22201115,2023-03-26,2022-23,Atlanta Hawks,Memphis Grizzlies,121.4,12.6,0.3802910602910603,10.200217862597086,104.008,103.272
22201131,2023-03-28,2022-23,Atlanta Hawks,Cleveland Cavaliers,122.2,13.0,0.40407893907893905,9.933668898135165,103.208,103.84199999999998
22201153,2023-03-31,2022-23,Atlanta Hawks,Brooklyn Nets,120.6,12.0,0.3760789390789391,10.013879257199873,102.944,103.90599999999999
22201167,2023-04-02,2022-23,Atlanta Hawks,Dallas Mavericks,124.0,12.4,0.40198802998802996,8.403702887550374,102.188,103.18400000000001
22201182,2023-04-04,2022-23,Atlanta Hawks,Chicago Bulls,125.0,12.2,0.3700042243200138,7.969385867876604,103.78800000000001,104.006
22201191,2023-04-05,2022-23,Atlanta Hawks,Washington Wizards,120.0,10.8,0.33948983896691876,8.692908987598265,102.976,103.492
22201205,2023-04-07,2022-23,Atlanta Hawks,Philadelphia 76ers,118.6,9.4,0.3035591030361828,8.809086218218097,103.5,103.354
22201216,2023-04-09,2022-23,Atlanta Hawks,Boston Celtics,122.2,9.8,0.3315591030361828,10.0022219753635,107.48799999999999,105.21600000000001
52200101,2023-04-11,2022-23,Atlanta Hawks,Miami Heat,121.4,11.8,0.3332426047196845,8.680117766738224,107.856,105.022
42200111,2023-04-15,2022-23,Atlanta Hawks,Boston Celtics,116.4,12.0,0.3453169081252573,10.252912865240894,105.44800000000001,104.61800000000001
42200112,2023-04-18,2022-23,Atlanta Hawks,Boston Celtics,117.8,13.2,0.3789434965905554,10.016098153583666,105.59200000000001,104.28399999999999
42200113,2023-04-21,2022-23,Atlanta Hawks,Boston Celtics,118.4,15.0,0.4269954446425034,9.913514905308695,104.28,103.89000000000001
42200114,2023-04-23,2022-23,Atlanta Hawks,Boston Celtics,115.6,17.0,0.41449544464250343,9.971626413646534,101.08000000000001,104.28399999999999
42200115,2023-04-25,2022-23,Atlanta Hawks,Boston Celtics,117.4,15.2,0.40190285204991094,10.37304198391195,103.08399999999999,105.47
42200116,2023-04-27,2022-23,Atlanta Hawks,Boston Celtics,119.8,15.4,0.40035486443381174,9.689054534771577,103.128,104.28800000000001
12300015,2023-10-10,2023-24,Atlanta Hawks,Cleveland Cavaliers,123.0,16.4,0.4072812713602187,8.934328302800509,102.58399999999999,104.088
12300028,2023-10-12,2023-24,Atlanta Hawks,Memphis Grizzlies,120.6,16.0,0.37053884711779445,9.83474566128795,104.02799999999999,104.154
12300035,2023-10-14,2023-24,Atlanta Hawks,New Orleans Pelicans,116.6,15.0,0.344577308656256,9.362454568944795,104.78399999999999,102.93199999999999
12300044,2023-10-16,2023-24,Atlanta Hawks,Indiana Pacers,111.8,14.8,0.34150038557933293,9.85675177508063,104.73200000000001,103.90799999999999
